image,label,label_number
images/554.jpg,taxodium_distichum,132
images/555.jpg,styrax_japonica,131
images/556.jpg,prunus_virginiana,21
images/557.jpg,ulmus_rubra,18
images/558.jpg,prunus_virginiana,21
images/559.jpg,staphylea_trifolia,142
images/560.jpg,ulmus_rubra,18
images/561.jpg,morus_alba,168
images/562.jpg,juglans_cinerea,63
images/563.jpg,carpinus_caroliniana,2
images/564.jpg,ilex_opaca,162
images/565.jpg,cercis_canadensis,83
images/566.jpg,ulmus_rubra,18
images/567.jpg,koelreuteria_paniculata,155
images/568.jpg,carya_cordiformis,170
images/569.jpg,maclura_pomifera,112
images/570.jpg,quercus_montana,94
images/571.jpg,prunus_virginiana,21
images/572.jpg,magnolia_virginiana,163
images/573.jpg,quercus_velutina,133
images/574.jpg,koelreuteria_paniculata,155
images/575.jpg,quercus_muehlenbergii,97
images/576.jpg,malus_pumila,34
images/577.jpg,prunus_sargentii,151
images/578.jpg,ptelea_trifoliata,22
images/579.jpg,cryptomeria_japonica,64
images/580.jpg,ulmus_americana,1
images/581.jpg,taxodium_distichum,132
images/582.jpg,cryptomeria_japonica,64
images/583.jpg,acer_rubrum,117
images/584.jpg,juglans_cinerea,63
images/585.jpg,pinus_parviflora,54
images/586.jpg,acer_palmatum,137
images/587.jpg,picea_pungens,90
images/588.jpg,cercis_canadensis,83
images/589.jpg,crataegus_viridis,33
images/590.jpg,malus_pumila,34
images/591.jpg,broussonettia_papyrifera,71
images/592.jpg,maclura_pomifera,112
images/593.jpg,magnolia_virginiana,163
images/594.jpg,prunus_sargentii,151
images/595.jpg,ulmus_americana,1
images/596.jpg,pinus_bungeana,88
images/597.jpg,ostrya_virginiana,156
images/598.jpg,ilex_opaca,162
images/599.jpg,cercis_canadensis,83
images/600.jpg,ulmus_pumila,11
images/601.jpg,broussonettia_papyrifera,71
images/602.jpg,magnolia_virginiana,163
images/603.jpg,ulmus_rubra,18
images/604.jpg,juglans_cinerea,63
images/605.jpg,ulmus_pumila,11
images/606.jpg,cornus_florida,174
images/607.jpg,ptelea_trifoliata,22
images/608.jpg,catalpa_bignonioides,129
images/609.jpg,carpinus_caroliniana,2
images/610.jpg,cryptomeria_japonica,64
images/611.jpg,salix_caroliniana,127
images/612.jpg,carpinus_caroliniana,2
images/613.jpg,maclura_pomifera,112
images/614.jpg,eucommia_ulmoides,114
images/615.jpg,diospyros_virginiana,147
images/616.jpg,juglans_cinerea,63
images/617.jpg,broussonettia_papyrifera,71
images/618.jpg,magnolia_virginiana,163
images/619.jpg,platanus_occidentalis,8
images/620.jpg,acer_saccharum,118
images/621.jpg,cornus_mas,130
images/622.jpg,pinus_flexilis,49
images/623.jpg,pinus_bungeana,88
images/624.jpg,quercus_montana,94
images/625.jpg,tilia_cordata,161
images/626.jpg,ulmus_rubra,18
images/627.jpg,catalpa_bignonioides,129
images/628.jpg,quercus_macrocarpa,153
images/629.jpg,maclura_pomifera,112
images/630.jpg,maclura_pomifera,112
images/631.jpg,magnolia_denudata,69
images/632.jpg,ilex_opaca,162
images/633.jpg,acer_palmatum,137
images/634.jpg,cryptomeria_japonica,64
images/635.jpg,koelreuteria_paniculata,155
images/636.jpg,aesculus_pavi,141
images/637.jpg,carya_glabra,175
images/638.jpg,quercus_montana,94
images/639.jpg,broussonettia_papyrifera,71
images/640.jpg,cryptomeria_japonica,64
images/641.jpg,pinus_parviflora,54
images/642.jpg,ulmus_pumila,11
images/643.jpg,ptelea_trifoliata,22
images/644.jpg,carya_glabra,175
images/645.jpg,asimina_triloba,104
images/646.jpg,tilia_cordata,161
images/647.jpg,tsuga_canadensis,75
images/648.jpg,maclura_pomifera,112
images/649.jpg,koelreuteria_paniculata,155
images/650.jpg,populus_tremuloides,66
images/651.jpg,cornus_mas,130
images/652.jpg,magnolia_acuminata,67
images/653.jpg,eucommia_ulmoides,114
images/654.jpg,gleditsia_triacanthos,120
images/655.jpg,broussonettia_papyrifera,71
images/656.jpg,pyrus_calleryana,42
images/657.jpg,chionanthus_virginicus,29
images/658.jpg,magnolia_virginiana,163
images/659.jpg,quercus_alba,138
images/660.jpg,magnolia_denudata,69
images/661.jpg,catalpa_speciosa,5
images/662.jpg,pyrus_calleryana,42
images/663.jpg,broussonettia_papyrifera,71
images/664.jpg,carpinus_caroliniana,2
images/665.jpg,liriodendron_tulipifera,165
images/666.jpg,quercus_montana,94
images/667.jpg,tsuga_canadensis,75
images/668.jpg,catalpa_bignonioides,129
images/669.jpg,malus_pumila,34
images/670.jpg,cercis_canadensis,83
images/671.jpg,picea_abies,110
images/672.jpg,asimina_triloba,104
images/673.jpg,catalpa_speciosa,5
images/674.jpg,prunus_sargentii,151
images/675.jpg,picea_pungens,90
images/676.jpg,picea_abies,110
images/677.jpg,taxodium_distichum,132
images/678.jpg,aesculus_pavi,141
images/679.jpg,diospyros_virginiana,147
images/680.jpg,populus_tremuloides,66
images/681.jpg,acer_palmatum,137
images/682.jpg,populus_deltoides,105
images/683.jpg,magnolia_denudata,69
images/684.jpg,chionanthus_virginicus,29
images/685.jpg,acer_rubrum,117
images/686.jpg,carya_tomentosa,41
images/687.jpg,pinus_bungeana,88
images/688.jpg,pyrus_calleryana,42
images/689.jpg,magnolia_virginiana,163
images/690.jpg,maclura_pomifera,112
images/691.jpg,ulmus_pumila,11
images/692.jpg,cornus_mas,130
images/693.jpg,maclura_pomifera,112
images/694.jpg,pinus_bungeana,88
images/695.jpg,koelreuteria_paniculata,155
images/696.jpg,cryptomeria_japonica,64
images/697.jpg,koelreuteria_paniculata,155
images/698.jpg,catalpa_bignonioides,129
images/699.jpg,ostrya_virginiana,156
images/700.jpg,chionanthus_virginicus,29
images/701.jpg,malus_pumila,34
images/702.jpg,ostrya_virginiana,156
images/703.jpg,platanus_occidentalis,8
images/704.jpg,carpinus_caroliniana,2
images/705.jpg,prunus_virginiana,21
images/706.jpg,tilia_cordata,161
images/707.jpg,cornus_mas,130
images/708.jpg,prunus_sargentii,151
images/709.jpg,zelkova_serrata,15
images/710.jpg,morus_alba,168
images/711.jpg,ostrya_virginiana,156
images/712.jpg,quercus_velutina,133
images/713.jpg,prunus_subhirtella,68
images/714.jpg,ulmus_americana,1
images/715.jpg,picea_pungens,90
images/716.jpg,carpinus_caroliniana,2
images/717.jpg,ulmus_americana,1
images/718.jpg,asimina_triloba,104
images/719.jpg,quercus_montana,94
images/720.jpg,pseudolarix_amabilis,102
images/721.jpg,picea_pungens,90
images/722.jpg,maclura_pomifera,112
images/723.jpg,ostrya_virginiana,156
